"","Subject","Activity","variable","value"
"1627","1","LAYING","tGravityAcc-std()-X",-0.914221270096154
"1628","1","LAYING","tGravityAcc-std()-X",-0.918873192333333
"1629","1","LAYING","tGravityAcc-std()-X",-0.9218210626
"1630","1","LAYING","tGravityAcc-std()-X",-0.954531941896552
"1631","1","LAYING","tGravityAcc-std()-X",-0.97956560245614
"1632","1","LAYING","tGravityAcc-std()-X",-0.936458309333333
"1633","1","LAYING","tGravityAcc-std()-X",-0.957875244677419
"1634","1","LAYING","tGravityAcc-std()-X",-0.862136937254902
"1635","1","LAYING","tGravityAcc-std()-X",-0.961509742916667
"1636","1","LAYING","tGravityAcc-std()-X",-0.963761977857143
"1637","1","LAYING","tGravityAcc-std()-X",-0.961063222394366
"1638","1","LAYING","tGravityAcc-std()-X",-0.982715987538462
"1639","1","LAYING","tGravityAcc-std()-X",-0.958959611084337
"1640","1","LAYING","tGravityAcc-std()-X",-0.928674215147059
"1641","1","LAYING","tGravityAcc-std()-X",-0.945905270555556
"1642","1","LAYING","tGravityAcc-std()-X",-0.928781249027778
"1643","1","LAYING","tGravityAcc-std()-X",-0.947948758194444
"1644","1","LAYING","tGravityAcc-std()-X",-0.960412164305556
"1645","1","LAYING","tGravityAcc-std()-X",-0.829554947808219
"1646","1","LAYING","tGravityAcc-std()-X",-0.944472488552632
"1647","1","LAYING","tGravityAcc-std()-X",-0.971183862702703
"1648","1","LAYING","tGravityAcc-std()-X",-0.970599089375
"1649","1","LAYING","tGravityAcc-std()-X",-0.972939889855073
"1650","1","LAYING","tGravityAcc-std()-X",-0.979563942714286
"1651","1","SITTING","tGravityAcc-std()-X",-0.968457145744681
"1652","1","SITTING","tGravityAcc-std()-X",-0.979988760869565
"1653","1","SITTING","tGravityAcc-std()-X",-0.957324457884615
"1654","1","SITTING","tGravityAcc-std()-X",-0.9814052948
"1655","1","SITTING","tGravityAcc-std()-X",-0.983137541590909
"1656","1","SITTING","tGravityAcc-std()-X",-0.988872369272727
"1657","1","SITTING","tGravityAcc-std()-X",-0.957082433333333
"1658","1","SITTING","tGravityAcc-std()-X",-0.966757967173913
"1659","1","SITTING","tGravityAcc-std()-X",-0.9552804062
"1660","1","SITTING","tGravityAcc-std()-X",-0.973128354074074
"1661","1","SITTING","tGravityAcc-std()-X",-0.988069341132075
"1662","1","SITTING","tGravityAcc-std()-X",-0.985203642352941
"1663","1","SITTING","tGravityAcc-std()-X",-0.981379112653061
"1664","1","SITTING","tGravityAcc-std()-X",-0.976280399444444
"1665","1","SITTING","tGravityAcc-std()-X",-0.982620883728814
"1666","1","SITTING","tGravityAcc-std()-X",-0.980158243333333
"1667","1","SITTING","tGravityAcc-std()-X",-0.99019661703125
"1668","1","SITTING","tGravityAcc-std()-X",-0.994043771403509
"1669","1","SITTING","tGravityAcc-std()-X",-0.969355010136986
"1670","1","SITTING","tGravityAcc-std()-X",-0.985829034393939
"1671","1","SITTING","tGravityAcc-std()-X",-0.992936404470588
"1672","1","SITTING","tGravityAcc-std()-X",-0.972009988709677
"1673","1","SITTING","tGravityAcc-std()-X",-0.984536722205882
"1674","1","SITTING","tGravityAcc-std()-X",-0.989660149852941
"1675","1","SITTING","tGravityAcc-std()-X",-0.988879980615385
"1676","1","SITTING","tGravityAcc-std()-X",-0.965082925641026
"1677","1","SITTING","tGravityAcc-std()-X",-0.982445738
"1678","1","SITTING","tGravityAcc-std()-X",-0.989132499583333
"1679","1","SITTING","tGravityAcc-std()-X",-0.984679151833333
"1680","1","SITTING","tGravityAcc-std()-X",-0.978364712258065
"1681","1","STANDING","tGravityAcc-std()-X",-0.99376298509434
"1682","1","STANDING","tGravityAcc-std()-X",-0.986685818703704
"1683","1","STANDING","tGravityAcc-std()-X",-0.982020428032787
"1684","1","STANDING","tGravityAcc-std()-X",-0.972908355892857
"1685","1","STANDING","tGravityAcc-std()-X",-0.974088206071429
"1686","1","STANDING","tGravityAcc-std()-X",-0.985583066842105
"1687","1","STANDING","tGravityAcc-std()-X",-0.987917503962264
"1688","1","STANDING","tGravityAcc-std()-X",-0.987690217222222
"1689","1","STANDING","tGravityAcc-std()-X",-0.989103160444444
"1690","1","STANDING","tGravityAcc-std()-X",-0.991259485
"1691","1","STANDING","tGravityAcc-std()-X",-0.994529398085106
"1692","1","STANDING","tGravityAcc-std()-X",-0.985314210491803
"1693","1","STANDING","tGravityAcc-std()-X",-0.992232401754386
"1694","1","STANDING","tGravityAcc-std()-X",-0.972005366333333
"1695","1","STANDING","tGravityAcc-std()-X",-0.988432084716981
"1696","1","STANDING","tGravityAcc-std()-X",-0.985359689871795
"1697","1","STANDING","tGravityAcc-std()-X",-0.985751365769231
"1698","1","STANDING","tGravityAcc-std()-X",-0.994270075205479
"1699","1","STANDING","tGravityAcc-std()-X",-0.992411542465753
"1700","1","STANDING","tGravityAcc-std()-X",-0.981916942054795
"1701","1","STANDING","tGravityAcc-std()-X",-0.982906668876405
"1702","1","STANDING","tGravityAcc-std()-X",-0.992827298253968
"1703","1","STANDING","tGravityAcc-std()-X",-0.984610385
"1704","1","STANDING","tGravityAcc-std()-X",-0.992197591884058
"1705","1","STANDING","tGravityAcc-std()-X",-0.993148267702703
"1706","1","STANDING","tGravityAcc-std()-X",-0.992678782162162
"1707","1","STANDING","tGravityAcc-std()-X",-0.994012162875
"1708","1","STANDING","tGravityAcc-std()-X",-0.990059426582279
"1709","1","STANDING","tGravityAcc-std()-X",-0.996764227384615
"1710","1","STANDING","tGravityAcc-std()-X",-0.996420919152542
"1711","1","WALKING","tGravityAcc-std()-X",-0.976609642526316
"1712","1","WALKING","tGravityAcc-std()-X",-0.972693201355932
"1713","1","WALKING","tGravityAcc-std()-X",-0.97777159137931
"1714","1","WALKING","tGravityAcc-std()-X",-0.983826494833333
"1715","1","WALKING","tGravityAcc-std()-X",-0.979348381428571
"1716","1","WALKING","tGravityAcc-std()-X",-0.977779896491228
"1717","1","WALKING","tGravityAcc-std()-X",-0.979851271403509
"1718","1","WALKING","tGravityAcc-std()-X",-0.974752050208333
"1719","1","WALKING","tGravityAcc-std()-X",-0.980971973653846
"1720","1","WALKING","tGravityAcc-std()-X",-0.974435158113208
"1721","1","WALKING","tGravityAcc-std()-X",-0.98110101440678
"1722","1","WALKING","tGravityAcc-std()-X",-0.97911312
"1723","1","WALKING","tGravityAcc-std()-X",-0.97254492245614
"1724","1","WALKING","tGravityAcc-std()-X",-0.974816884237288
"1725","1","WALKING","tGravityAcc-std()-X",-0.978397287962963
"1726","1","WALKING","tGravityAcc-std()-X",-0.982469595490196
"1727","1","WALKING","tGravityAcc-std()-X",-0.980983351639344
"1728","1","WALKING","tGravityAcc-std()-X",-0.983010882678571
"1729","1","WALKING","tGravityAcc-std()-X",-0.9698614625
"1730","1","WALKING","tGravityAcc-std()-X",-0.970327266470588
"1731","1","WALKING","tGravityAcc-std()-X",-0.969576355384615
"1732","1","WALKING","tGravityAcc-std()-X",-0.969643448043478
"1733","1","WALKING","tGravityAcc-std()-X",-0.977230903898305
"1734","1","WALKING","tGravityAcc-std()-X",-0.983132400344828
"1735","1","WALKING","tGravityAcc-std()-X",-0.979499263243243
"1736","1","WALKING","tGravityAcc-std()-X",-0.980055651016949
"1737","1","WALKING","tGravityAcc-std()-X",-0.979866136842105
"1738","1","WALKING","tGravityAcc-std()-X",-0.976693902592593
"1739","1","WALKING","tGravityAcc-std()-X",-0.978253538867925
"1740","1","WALKING","tGravityAcc-std()-X",-0.979752466923077
"1741","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.950559811632653
"1742","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.940361759574468
"1743","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.950061129591837
"1744","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.955258881333333
"1745","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.950490938510638
"1746","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.9544062675
"1747","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.964875962978723
"1748","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.945766561578947
"1749","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.952141220714286
"1750","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.939267613157895
"1751","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.954497498695652
"1752","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.959504017391304
"1753","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.952643084042553
"1754","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.919098794
"1755","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.942806478333333
"1756","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.957785118085106
"1757","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.950026242173913
"1758","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.960404874545455
"1759","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.899726139487179
"1760","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.940458075111111
"1761","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.940194827777778
"1762","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.941242334722222
"1763","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.950790837407407
"1764","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.961845327454545
"1765","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.964470066724138
"1766","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.9627219918
"1767","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.946975165
"1768","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.956921542391304
"1769","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.9417361925
"1770","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.958890388709677
"1771","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.956367027924528
"1772","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.934407739791667
"1773","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.944040819322034
"1774","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.958495235576923
"1775","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.95357996893617
"1776","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.959399425098039
"1777","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.932823053333333
"1778","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.926673287804878
"1779","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.954383557142857
"1780","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.959216072340425
"1781","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.953463105740741
"1782","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.960246289807692
"1783","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.946441502363636
"1784","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.928523640925926
"1785","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.952562395625
"1786","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.948413552745098
"1787","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.949460372291667
"1788","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.961738807068966
"1789","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.916495992
"1790","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.931405014313725
"1791","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.940911635531915
"1792","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.94063384047619
"1793","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.933344481568627
"1794","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.962190567457627
"1795","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.950878450307692
"1796","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.962011392181818
"1797","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.956433874705882
"1798","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.944697800196078
"1799","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.954189013061225
"1800","1","WALKING_UPSTAIRS","tGravityAcc-std()-X",-0.954033624307692
"1801","1","LAYING","tGravityAcc-std()-Y",-0.90772000676
"1802","1","LAYING","tGravityAcc-std()-Y",-0.988211865208333
"1803","1","LAYING","tGravityAcc-std()-Y",-0.981202749677419
"1804","1","LAYING","tGravityAcc-std()-Y",-0.969816635740741
"1805","1","LAYING","tGravityAcc-std()-Y",-0.985964053846154
"1806","1","LAYING","tGravityAcc-std()-Y",-0.959161956491228
"1807","1","LAYING","tGravityAcc-std()-Y",-0.955543549230769
"1808","1","LAYING","tGravityAcc-std()-Y",-0.957990036481482
"1809","1","LAYING","tGravityAcc-std()-Y",-0.9699944882
"1810","1","LAYING","tGravityAcc-std()-Y",-0.966701156034483
"1811","1","LAYING","tGravityAcc-std()-Y",-0.990765579649123
"1812","1","LAYING","tGravityAcc-std()-Y",-0.974396492666667
"1813","1","LAYING","tGravityAcc-std()-Y",-0.975948136290323
"1814","1","LAYING","tGravityAcc-std()-Y",-0.94877486372549
"1815","1","LAYING","tGravityAcc-std()-Y",-0.986036192361111
"1816","1","LAYING","tGravityAcc-std()-Y",-0.966087103857143
"1817","1","LAYING","tGravityAcc-std()-Y",-0.961466681267606
"1818","1","LAYING","tGravityAcc-std()-Y",-0.994093522615385
"1819","1","LAYING","tGravityAcc-std()-Y",-0.986993149638554
"1820","1","LAYING","tGravityAcc-std()-Y",-0.976018476911765
"1821","1","LAYING","tGravityAcc-std()-Y",-0.983732936111111
"1822","1","LAYING","tGravityAcc-std()-Y",-0.958826938556944
"1823","1","LAYING","tGravityAcc-std()-Y",-0.982794562916667
"1824","1","LAYING","tGravityAcc-std()-Y",-0.993454358055556
"1825","1","LAYING","tGravityAcc-std()-Y",-0.643578361424658
"1826","1","LAYING","tGravityAcc-std()-Y",-0.987887995263158
"1827","1","LAYING","tGravityAcc-std()-Y",-0.993701742972973
"1828","1","LAYING","tGravityAcc-std()-Y",-0.9697590285
"1829","1","LAYING","tGravityAcc-std()-Y",-0.99424764884058
"1830","1","LAYING","tGravityAcc-std()-Y",-0.988930714857143
"1831","1","SITTING","tGravityAcc-std()-Y",-0.935517055957447
"1832","1","SITTING","tGravityAcc-std()-Y",-0.956750273043478
"1833","1","SITTING","tGravityAcc-std()-Y",-0.903923008269231
"1834","1","SITTING","tGravityAcc-std()-Y",-0.93272710386
"1835","1","SITTING","tGravityAcc-std()-Y",-0.939942979795454
"1836","1","SITTING","tGravityAcc-std()-Y",-0.960875994727273
"1837","1","SITTING","tGravityAcc-std()-Y",-0.945436264583333
"1838","1","SITTING","tGravityAcc-std()-Y",-0.937462301369565
"1839","1","SITTING","tGravityAcc-std()-Y",-0.94645197
"1840","1","SITTING","tGravityAcc-std()-Y",-0.935690006481481
"1841","1","SITTING","tGravityAcc-std()-Y",-0.949792572075472
"1842","1","SITTING","tGravityAcc-std()-Y",-0.963641979215686
"1843","1","SITTING","tGravityAcc-std()-Y",-0.951353064693878
"1844","1","SITTING","tGravityAcc-std()-Y",-0.95032266362963
"1845","1","SITTING","tGravityAcc-std()-Y",-0.943561411694915
"1846","1","SITTING","tGravityAcc-std()-Y",-0.968023206956522
"1847","1","SITTING","tGravityAcc-std()-Y",-0.9667201059375
"1848","1","SITTING","tGravityAcc-std()-Y",-0.984035479473684
"1849","1","SITTING","tGravityAcc-std()-Y",-0.96996981369863
"1850","1","SITTING","tGravityAcc-std()-Y",-0.966983534242424
"1851","1","SITTING","tGravityAcc-std()-Y",-0.979355363176471
"1852","1","SITTING","tGravityAcc-std()-Y",-0.954225015274194
"1853","1","SITTING","tGravityAcc-std()-Y",-0.960917426323529
"1854","1","SITTING","tGravityAcc-std()-Y",-0.971692544705882
"1855","1","SITTING","tGravityAcc-std()-Y",-0.963415016923077
"1856","1","SITTING","tGravityAcc-std()-Y",-0.949286700807692
"1857","1","SITTING","tGravityAcc-std()-Y",-0.982553336571429
"1858","1","SITTING","tGravityAcc-std()-Y",-0.971766352361111
"1859","1","SITTING","tGravityAcc-std()-Y",-0.973604289833333
"1860","1","SITTING","tGravityAcc-std()-Y",-0.959361306774194
"1861","1","STANDING","tGravityAcc-std()-Y",-0.981225957924528
"1862","1","STANDING","tGravityAcc-std()-Y",-0.97419442037037
"1863","1","STANDING","tGravityAcc-std()-Y",-0.957425321803279
"1864","1","STANDING","tGravityAcc-std()-Y",-0.917613464821429
"1865","1","STANDING","tGravityAcc-std()-Y",-0.931973943392857
"1866","1","STANDING","tGravityAcc-std()-Y",-0.96844910122807
"1867","1","STANDING","tGravityAcc-std()-Y",-0.966162998679245
"1868","1","STANDING","tGravityAcc-std()-Y",-0.958904114074074
"1869","1","STANDING","tGravityAcc-std()-Y",-0.972573867555556
"1870","1","STANDING","tGravityAcc-std()-Y",-0.975410724090909
"1871","1","STANDING","tGravityAcc-std()-Y",-0.981047828723404
"1872","1","STANDING","tGravityAcc-std()-Y",-0.970482614590164
"1873","1","STANDING","tGravityAcc-std()-Y",-0.974681225789474
"1874","1","STANDING","tGravityAcc-std()-Y",-0.965781048333333
"1875","1","STANDING","tGravityAcc-std()-Y",-0.965687978301887
"1876","1","STANDING","tGravityAcc-std()-Y",-0.980552435769231
"1877","1","STANDING","tGravityAcc-std()-Y",-0.975810476025641
"1878","1","STANDING","tGravityAcc-std()-Y",-0.981335941917808
"1879","1","STANDING","tGravityAcc-std()-Y",-0.971426607808219
"1880","1","STANDING","tGravityAcc-std()-Y",-0.957462721369863
"1881","1","STANDING","tGravityAcc-std()-Y",-0.977681415955056
"1882","1","STANDING","tGravityAcc-std()-Y",-0.971080742857143
"1883","1","STANDING","tGravityAcc-std()-Y",-0.984818648823529
"1884","1","STANDING","tGravityAcc-std()-Y",-0.968155388695652
"1885","1","STANDING","tGravityAcc-std()-Y",-0.980642970675676
"1886","1","STANDING","tGravityAcc-std()-Y",-0.966986433783784
"1887","1","STANDING","tGravityAcc-std()-Y",-0.97964105225
"1888","1","STANDING","tGravityAcc-std()-Y",-0.962801441898734
"1889","1","STANDING","tGravityAcc-std()-Y",-0.985134032307692
"1890","1","STANDING","tGravityAcc-std()-Y",-0.95814576338983
"1891","1","WALKING","tGravityAcc-std()-Y",-0.971305961473684
"1892","1","WALKING","tGravityAcc-std()-Y",-0.972116879661017
"1893","1","WALKING","tGravityAcc-std()-Y",-0.962355639482759
"1894","1","WALKING","tGravityAcc-std()-Y",-0.967963221
"1895","1","WALKING","tGravityAcc-std()-Y",-0.961585474821429
"1896","1","WALKING","tGravityAcc-std()-Y",-0.964248568070175
"1897","1","WALKING","tGravityAcc-std()-Y",-0.969404155087719
"1898","1","WALKING","tGravityAcc-std()-Y",-0.956781505625
"1899","1","WALKING","tGravityAcc-std()-Y",-0.971242423076923
"1900","1","WALKING","tGravityAcc-std()-Y",-0.971114719811321
"1901","1","WALKING","tGravityAcc-std()-Y",-0.966240553559322
"1902","1","WALKING","tGravityAcc-std()-Y",-0.9646191738
"1903","1","WALKING","tGravityAcc-std()-Y",-0.960899845614035
"1904","1","WALKING","tGravityAcc-std()-Y",-0.954455935762712
"1905","1","WALKING","tGravityAcc-std()-Y",-0.971056501481481
"1906","1","WALKING","tGravityAcc-std()-Y",-0.973784841960784
"1907","1","WALKING","tGravityAcc-std()-Y",-0.968613202622951
"1908","1","WALKING","tGravityAcc-std()-Y",-0.975311658928571
"1909","1","WALKING","tGravityAcc-std()-Y",-0.958651200384615
"1910","1","WALKING","tGravityAcc-std()-Y",-0.962003383529412
"1911","1","WALKING","tGravityAcc-std()-Y",-0.964144520576923
"1912","1","WALKING","tGravityAcc-std()-Y",-0.963639340217391
"1913","1","WALKING","tGravityAcc-std()-Y",-0.966550706949153
"1914","1","WALKING","tGravityAcc-std()-Y",-0.962578844310345
"1915","1","WALKING","tGravityAcc-std()-Y",-0.965093441081081
"1916","1","WALKING","tGravityAcc-std()-Y",-0.969040314237288
"1917","1","WALKING","tGravityAcc-std()-Y",-0.973792999824561
"1918","1","WALKING","tGravityAcc-std()-Y",-0.968780859814815
"1919","1","WALKING","tGravityAcc-std()-Y",-0.975272848113208
"1920","1","WALKING","tGravityAcc-std()-Y",-0.970176562153846
"1921","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.937018658979592
"1922","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.940068525531915
"1923","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.946094637755102
"1924","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.932066041111111
"1925","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.912363420851064
"1926","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.93357760125
"1927","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.952678693617021
"1928","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.941580934473684
"1929","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.936306558809524
"1930","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.937003823684211
"1931","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.926310469565217
"1932","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.94329842826087
"1933","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.92854437106383
"1934","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.920725940666667
"1935","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.925685893571429
"1936","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.955487793617021
"1937","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.946576675652174
"1938","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.932962218181818
"1939","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.917880864102564
"1940","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.908577153777778
"1941","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.940111830666667
"1942","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.945824352777778
"1943","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.93901254962963
"1944","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.941478979454546
"1945","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.937816011034483
"1946","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.9354258554
"1947","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.934963993181818
"1948","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.948404212173913
"1949","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.91390306375
"1950","1","WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.918678752419355
"1951","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.952849233207547
"1952","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.92376745375
"1953","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.909825953898305
"1954","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.923376019038462
"1955","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.900511719787234
"1956","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.912900683137255
"1957","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.939774255490196
"1958","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.931032068536585
"1959","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.901317321632653
"1960","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.937039417446809
"1961","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.924360832962963
"1962","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.941378352307692
"1963","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.922054968727273
"1964","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.907231431296296
"1965","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.927648821458333
"1966","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.933657461176471
"1967","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.91597346625
"1968","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.942056881206897
"1969","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.9010448505
"1970","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.92459435372549
"1971","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.941523624255319
"1972","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.941620221904762
"1973","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.910474557058824
"1974","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.916690779830509
"1975","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.931758272769231
"1976","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.937858157818182
"1977","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.947713378627451
"1978","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.927641087843137
"1979","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.923007798367347
"1980","1","WALKING_UPSTAIRS","tGravityAcc-std()-Y",-0.914933936
"1981","1","LAYING","tGravityAcc-std()-Z",-0.85236629022
"1982","1","LAYING","tGravityAcc-std()-Z",-0.984230418125
"1983","1","LAYING","tGravityAcc-std()-Z",-0.964807543870968
"1984","1","LAYING","tGravityAcc-std()-Z",-0.976176608888889
"1985","1","LAYING","tGravityAcc-std()-Z",-0.977076645
"1986","1","LAYING","tGravityAcc-std()-Z",-0.928130738421053
"1987","1","LAYING","tGravityAcc-std()-Z",-0.961908984423077
"1988","1","LAYING","tGravityAcc-std()-Z",-0.94183626337037
"1989","1","LAYING","tGravityAcc-std()-Z",-0.9712046902
"1990","1","LAYING","tGravityAcc-std()-Z",-0.963045642431035
"1991","1","LAYING","tGravityAcc-std()-Z",-0.984192606315789
"1992","1","LAYING","tGravityAcc-std()-Z",-0.9596439555
"1993","1","LAYING","tGravityAcc-std()-Z",-0.959892863709677
"1994","1","LAYING","tGravityAcc-std()-Z",-0.90130385627451
"1995","1","LAYING","tGravityAcc-std()-Z",-0.950710357083333
"1996","1","LAYING","tGravityAcc-std()-Z",-0.967886002
"1997","1","LAYING","tGravityAcc-std()-Z",-0.957164565211268
"1998","1","LAYING","tGravityAcc-std()-Z",-0.990957249538462
"1999","1","LAYING","tGravityAcc-std()-Z",-0.988819031566265
"2000","1","LAYING","tGravityAcc-std()-Z",-0.9765185525
"2001","1","LAYING","tGravityAcc-std()-Z",-0.952416332444444
"2002","1","LAYING","tGravityAcc-std()-Z",-0.952435389166667
"2003","1","LAYING","tGravityAcc-std()-Z",-0.976780462083333
"2004","1","LAYING","tGravityAcc-std()-Z",-0.979239668194444
"2005","1","LAYING","tGravityAcc-std()-Z",-0.610161166287671
"2006","1","LAYING","tGravityAcc-std()-Z",-0.984081708947368
"2007","1","LAYING","tGravityAcc-std()-Z",-0.989056311351351
"2008","1","LAYING","tGravityAcc-std()-Z",-0.97912466575
